50	56.30	0.13	56.30	56.30	56.30	56.30	56.30	56.30	0	0	0	0	0	0	
51	76.79	0.12	76.79	76.79	76.79	76.79	76.79	76.79	0	0	0	0	0	0	
52	19.27	0.18	19.27	19.27	19.27	19.27	19.27	19.27	0	0	0	0	0	0	
53	78.59	0.08	78.59	78.59	78.59	78.59	78.59	78.59	0	0	0	0	0	0	
54	53.65	0.07	53.65	53.65	53.65	53.65	53.65	53.65	0	0	0	0	0	0	
55	15.77	0.11	15.77	15.77	15.77	15.77	15.77	15.77	0	0	0	0	0	0	
56	48.45	0.06	48.45	48.45	48.45	48.45	48.45	48.45	0	0	0	0	0	0	
57	41.25	0.08	41.25	41.25	41.25	41.25	41.25	41.25	0	0	0	0	0	0	
58	54.17	0.11	54.17	54.17	54.17	54.17	54.17	54.17	0	0	0	0	0	0	
59	56.28	0.16	56.28	56.28	56.28	56.28	56.28	56.28	0	0	0	0	0	0	
60	28.97	0.11	28.97	28.97	28.97	28.97	28.97	28.97	0	0	0	0	0	0	
61	57.64	0.05	57.64	57.64	57.64	57.64	57.64	57.64	0	0	0	0	0	0	
62	16.22	0.06	16.22	16.22	16.22	16.22	16.22	16.22	0	0	0	0	0	0	
63	68.81	0.13	68.81	68.81	68.81	68.81	68.81	68.81	0	0	0	0	0	0	
64	24.72	0.19	24.72	24.72	24.72	24.72	24.72	24.72	0	0	0	0	0	0	
65	53.74	0.08	53.74	53.74	53.74	53.74	53.74	53.74	0	0	0	0	0	0	
66	13.13	0.16	13.13	13.13	13.13	13.13	13.13	13.13	0	0	0	0	0	0	
67	18.76	0.09	18.76	18.76	18.76	18.76	18.76	18.76	0	0	0	0	0	0	
68	43.57	0.14	43.57	43.57	43.57	43.57	43.57	43.57	0	0	0	0	0	0	
69	22.62	0.05	22.62	22.62	22.62	22.62	22.62	22.62	0	0	0	0	0	0	
70	53.35	0.07	53.35	53.35	53.35	53.35	53.35	53.35	0	0	0	0	0	0	
71	39.16	0.12	39.16	39.16	39.16	39.16	39.16	39.16	0	0	0	0	0	0	
72	70.05	0.18	70.05	70.05	70.05	70.05	70.05	70.05	0	0	0	0	0	0	
73	9.11	0.14	9.11	9.11	9.11	9.11	9.11	9.11	0	0	0	0	0	0	
74	59.89	0.14	59.89	59.89	59.89	59.89	59.89	59.89	0	0	0	0	0	0	
75	7.63	0.16	7.63	7.63	7.63	7.63	7.63	7.63	0	0	0	0	0	0	
76	10.47	0.13	10.47	10.47	10.47	10.47	10.47	10.47	0	0	0	0	0	0	
77	49.63	0.09	49.63	49.63	49.63	49.63	49.63	49.63	0	0	0	0	0	0	
78	72.54	0.12	72.54	72.54	72.54	72.54	72.54	72.54	0	0	0	0	0	0	
79	30.67	0.07	30.67	30.67	30.67	30.67	30.67	30.67	0	0	0	0	0	0	
80	52.21	0.16	52.21	52.21	52.21	52.21	52.21	52.21	0	0	0	0	0	0	
81	47.03	0.10	47.03	47.03	47.03	47.03	47.03	47.03	0	0	0	0	0	0	
82	22.88	0.15	22.88	22.88	22.88	22.88	22.88	22.88	0	0	0	0	0	0	
83	42.38	0.05	42.38	42.38	42.38	42.38	42.38	42.38	0	0	0	0	0	0	
84	7.20	0.13	7.20	7.20	7.20	7.20	7.20	7.20	0	0	0	0	0	0	
85	71.07	0.08	71.07	71.07	71.07	71.07	71.07	71.07	0	0	0	0	0	0	
86	62.86	0.07	62.86	62.86	62.86	62.86	62.86	62.86	0	0	0	0	0	0	
87	23.10	0.12	23.10	23.10	23.10	23.10	23.10	23.10	0	0	0	0	0	0	
88	50.96	0.09	50.96	50.96	50.96	50.96	50.96	50.96	0	0	0	0	0	0	
89	15.27	0.05	15.27	15.27	15.27	15.27	15.27	15.27	0	0	0	0	0	0	
90	5.33	0.15	5.33	5.33	5.33	5.33	5.33	5.33	0	0	0	0	0	0	
91	71.09	0.06	71.09	71.09	71.09	71.09	71.09	71.09	0	0	0	0	0	0	
92	25.28	0.17	25.28	25.28	25.28	25.28	25.28	25.28	0	0	0	0	0	0	
93	13.35	0.12	13.35	13.35	13.35	13.35	13.35	13.35	0	0	0	0	0	0	
94	59.07	0.09	59.07	59.07	59.07	59.07	59.07	59.07	0	0	0	0	0	0	
95	39.60	0.14	39.60	39.60	39.60	39.60	39.60	39.60	0	0	0	0	0	0	
96	28.81	0.14	28.81	28.81	28.81	28.81	28.81	28.81	0	0	0	0	0	0	
97	56.02	0.14	56.02	56.02	56.02	56.02	56.02	56.02	0	0	0	0	0	0	
98	37.41	0.18	37.41	37.41	37.41	37.41	37.41	37.41	0	0	0	0	0	0	
99	75.28	0.15	75.28	75.28	75.28	75.28	75.28	75.28	0	0	0	0	0	0	
100	51.17	0.13	51.17	51.17	51.17	51.17	51.17	51.17	0	0	0	0	0	0	
101	41.63	0.13	41.63	41.63	41.63	41.63	41.63	41.63	0	0	0	0	0	0	
102	55.45	0.12	55.45	55.45	55.45	55.45	55.45	55.45	0	0	0	0	0	0	
103	30.91	0.10	30.91	30.91	30.91	30.91	30.91	30.91	0	0	0	0	0	0	
104	46.17	0.17	46.17	46.17	46.17	46.17	46.17	46.17	0	0	0	0	0	0	
105	53.36	0.20	53.36	53.36	53.36	53.36	53.36	53.36	0	0	0	0	0	0	
106	70.71	0.12	70.71	70.71	70.71	70.71	70.71	70.71	0	0	0	0	0	0	
107	20.20	0.08	20.20	20.20	20.20	20.20	20.20	20.20	0	0	0	0	0	0	
108	64.85	0.06	64.85	64.85	64.85	64.85	64.85	64.85	0	0	0	0	0	0	
109	34.39	0.19	34.39	34.39	34.39	34.39	34.39	34.39	0	0	0	0	0	0	
110	65.36	0.11	65.36	65.36	65.36	65.36	65.36	65.36	0	0	0	0	0	0	
111	12.20	0.10	12.20	12.20	12.20	12.20	12.20	12.20	0	0	0	0	0	0	
112	51.57	0.19	51.57	51.57	51.57	51.57	51.57	51.57	0	0	0	0	0	0	
113	32.04	0.17	32.04	32.04	32.04	32.04	32.04	32.04	0	0	0	0	0	0	
114	31.61	0.13	31.61	31.61	31.61	31.61	31.61	31.61	0	0	0	0	0	0	
115	30.28	0.15	30.28	30.28	30.28	30.28	30.28	30.28	0	0	0	0	0	0	
116	20.63	0.10	20.63	20.63	20.63	20.63	20.63	20.63	0	0	0	0	0	0	
117	45.12	0.06	45.12	45.12	45.12	45.12	45.12	45.12	0	0	0	0	0	0	
118	25.48	0.09	25.48	25.48	25.48	25.48	25.48	25.48	0	0	0	0	0	0	
119	60.66	0.09	60.66	60.66	60.66	60.66	60.66	60.66	0	0	0	0	0	0	
120	23.51	0.06	23.51	23.51	23.51	23.51	23.51	23.51	0	0	0	0	0	0	
121	32.37	0.18	32.37	32.37	32.37	32.37	32.37	32.37	0	0	0	0	0	0	
122	58.48	0.12	58.48	58.48	58.48	58.48	58.48	58.48	0	0	0	0	0	0	
123	76.39	0.17	76.39	76.39	76.39	76.39	76.39	76.39	0	0	0	0	0	0	
124	45.42	0.16	45.42	45.42	45.42	45.42	45.42	45.42	0	0	0	0	0	0	
125	29.21	0.10	29.21	29.21	29.21	29.21	29.21	29.21	0	0	0	0	0	0	
126	48.34	0.14	48.34	48.34	48.34	48.34	48.34	48.34	0	0	0	0	0	0	
127	27.82	0.08	27.82	27.82	27.82	27.82	27.82	27.82	0	0	0	0	0	0	
128	58.06	0.18	58.06	58.06	58.06	58.06	58.06	58.06	0	0	0	0	0	0	
129	39.10	0.17	39.10	39.10	39.10	39.10	39.10	39.10	0	0	0	0	0	0	
130	47.70	0.18	47.70	47.70	47.70	47.70	47.70	47.70	0	0	0	0	0	0	
131	75.59	0.11	75.59	75.59	75.59	75.59	75.59	75.59	0	0	0	0	0	0	
132	52.23	0.14	52.23	52.23	52.23	52.23	52.23	52.23	0	0	0	0	0	0	
133	5.75	0.15	5.75	5.75	5.75	5.75	5.75	5.75	0	0	0	0	0	0	
134	44.41	0.12	44.41	44.41	44.41	44.41	44.41	44.41	0	0	0	0	0	0	
135	8.95	0.13	8.95	8.95	8.95	8.95	8.95	8.95	0	0	0	0	0	0	
136	76.02	0.09	76.02	76.02	76.02	76.02	76.02	76.02	0	0	0	0	0	0	
137	59.41	0.15	59.41	59.41	59.41	59.41	59.41	59.41	0	0	0	0	0	0	
138	51.95	0.13	51.95	51.95	51.95	51.95	51.95	51.95	0	0	0	0	0	0	
139	78.51	0.14	78.51	78.51	78.51	78.51	78.51	78.51	0	0	0	0	0	0	
140	54.73	0.16	54.73	54.73	54.73	54.73	54.73	54.73	0	0	0	0	0	0	
141	79.31	0.17	79.31	79.31	79.31	79.31	79.31	79.31	0	0	0	0	0	0	
142	27.68	0.09	27.68	27.68	27.68	27.68	27.68	27.68	0	0	0	0	0	0	
143	50.64	0.10	50.64	50.64	50.64	50.64	50.64	50.64	0	0	0	0	0	0	
144	59.22	0.14	59.22	59.22	59.22	59.22	59.22	59.22	0	0	0	0	0	0	
145	61.27	0.20	61.27	61.27	61.27	61.27	61.27	61.27	0	0	0	0	0	0	
146	27.36	0.10	27.36	27.36	27.36	27.36	27.36	27.36	0	0	0	0	0	0	
147	48.61	0.11	48.61	48.61	48.61	48.61	48.61	48.61	0	0	0	0	0	0	
148	35.48	0.15	35.48	35.48	35.48	35.48	35.48	35.48	0	0	0	0	0	0	
149	31.27	0.13	31.27	31.27	31.27	31.27	31.27	31.27	0	0	0	0	0	0	
150	51.96	0.07	51.96	51.96	51.96	51.96	51.96	51.96	0	0	0	0	0	0	
151	30.36	0.11	30.36	30.36	30.36	30.36	30.36	30.36	0	0	0	0	0	0	
152	62.48	0.10	62.48	62.48	62.48	62.48	62.48	62.48	0	0	0	0	0	0	
153	26.13	0.05	26.13	26.13	26.13	26.13	26.13	26.13	0	0	0	0	0	0	
154	59.12	0.17	59.12	59.12	59.12	59.12	59.12	59.12	0	0	0	0	0	0	
155	8.72	0.17	8.72	8.72	8.72	8.72	8.72	8.72	0	0	0	0	0	0	
156	58.36	0.06	58.36	58.36	58.36	58.36	58.36	58.36	0	0	0	0	0	0	
157	6.94	0.12	6.94	6.94	6.94	6.94	6.94	6.94	0	0	0	0	0	0	
158	61.43	0.14	61.43	61.43	61.43	61.43	61.43	61.43	0	0	0	0	0	0	
159	47.60	0.17	47.60	47.60	47.60	47.60	47.60	47.60	0	0	0	0	0	0	
160	75.49	0.16	75.49	75.49	75.49	75.49	75.49	75.49	0	0	0	0	0	0	
161	71.71	0.14	71.71	71.71	71.71	71.71	71.71	71.71	0	0	0	0	0	0	
162	73.77	0.18	73.77	73.77	73.77	73.77	73.77	73.77	0	0	0	0	0	0	
163	73.30	0.10	73.30	73.30	73.30	73.30	73.30	73.30	0	0	0	0	0	0	
164	12.47	0.20	12.47	12.47	12.47	12.47	12.47	12.47	0	0	0	0	0	0	
165	56.92	0.14	56.92	56.92	56.92	56.92	56.92	56.92	0	0	0	0	0	0	
166	38.11	0.13	38.11	38.11	38.11	38.11	38.11	38.11	0	0	0	0	0	0	
167	24.35	0.15	24.35	24.35	24.35	24.35	24.35	24.35	0	0	0	0	0	0	
168	67.28	0.06	67.28	67.28	67.28	67.28	67.28	67.28	0	0	0	0	0	0	
169	77.60	0.19	77.60	77.60	77.60	77.60	77.60	77.60	0	0	0	0	0	0	
170	54.72	0.20	54.72	54.72	54.72	54.72	54.72	54.72	0	0	0	0	0	0	
171	61.28	0.17	61.28	61.28	61.28	61.28	61.28	61.28	0	0	0	0	0	0	
172	41.94	0.07	41.94	41.94	41.94	41.94	41.94	41.94	0	0	0	0	0	0	
173	75.23	0.14	75.23	75.23	75.23	75.23	75.23	75.23	0	0	0	0	0	0	
174	69.87	0.18	69.87	69.87	69.87	69.87	69.87	69.87	0	0	0	0	0	0	
175	21.02	0.15	21.02	21.02	21.02	21.02	21.02	21.02	0	0	0	0	0	0	
176	24.81	0.18	24.81	24.81	24.81	24.81	24.81	24.81	0	0	0	0	0	0	
177	63.14	0.07	63.14	63.14	63.14	63.14	63.14	63.14	0	0	0	0	0	0	
178	8.45	0.06	8.45	8.45	8.45	8.45	8.45	8.45	0	0	0	0	0	0	
179	42.59	0.07	42.59	42.59	42.59	42.59	42.59	42.59	0	0	0	0	0	0	
180	76.29	0.18	76.29	76.29	76.29	76.29	76.29	76.29	0	0	0	0	0	0	
181	23.11	0.20	23.11	23.11	23.11	23.11	23.11	23.11	0	0	0	0	0	0	
182	76.19	0.07	76.19	76.19	76.19	76.19	76.19	76.19	0	0	0	0	0	0	
183	26.69	0.17	26.69	26.69	26.69	26.69	26.69	26.69	0	0	0	0	0	0	
184	79.01	0.07	79.01	79.01	79.01	79.01	79.01	79.01	0	0	0	0	0	0	
185	63.87	0.11	63.87	63.87	63.87	63.87	63.87	63.87	0	0	0	0	0	0	
186	44.46	0.18	44.46	44.46	44.46	44.46	44.46	44.46	0	0	0	0	0	0	
187	43.53	0.20	43.53	43.53	43.53	43.53	43.53	43.53	0	0	0	0	0	0	
188	19.93	0.10	19.93	19.93	19.93	19.93	19.93	19.93	0	0	0	0	0	0	
189	42.34	0.11	42.34	42.34	42.34	42.34	42.34	42.34	0	0	0	0	0	0	
190	57.28	0.14	57.28	57.28	57.28	57.28	57.28	57.28	0	0	0	0	0	0	
191	64.30	0.19	64.30	64.30	64.30	64.30	64.30	64.30	0	0	0	0	0	0	
192	68.70	0.14	68.70	68.70	68.70	68.70	68.70	68.70	0	0	0	0	0	0	
193	61.51	0.16	61.51	61.51	61.51	61.51	61.51	61.51	0	0	0	0	0	0	
194	45.62	0.16	45.62	45.62	45.62	45.62	45.62	45.62	0	0	0	0	0	0	
195	8.11	0.10	8.11	8.11	8.11	8.11	8.11	8.11	0	0	0	0	0	0	
196	71.03	0.09	71.03	71.03	71.03	71.03	71.03	71.03	0	0	0	0	0	0	
197	9.93	0.08	9.93	9.93	9.93	9.93	9.93	9.93	0	0	0	0	0	0	
198	24.81	0.18	24.81	24.81	24.81	24.81	24.81	24.81	0	0	0	0	0	0	
199	61.36	0.10	61.36	61.36	61.36	61.36	61.36	61.36	0	0	0	0	0	0	
200	40.87	0.05	40.87	40.87	40.87	40.87	40.87	40.87	0	0	0	0	0	0	
201	42.37	0.15	42.37	42.37	42.37	42.37	42.37	42.37	0	0	0	0	0	0	
202	69.99	0.13	69.99	69.99	69.99	69.99	69.99	69.99	0	0	0	0	0	0	
203	78.76	0.05	78.76	78.76	78.76	78.76	78.76	78.76	0	0	0	0	0	0	
204	6.60	0.18	6.60	6.60	6.60	6.60	6.60	6.60	0	0	0	0	0	0	
205	20.84	0.14	20.84	20.84	20.84	20.84	20.84	20.84	0	0	0	0	0	0	
206	46.22	0.19	46.22	46.22	46.22	46.22	46.22	46.22	0	0	0	0	0	0	
207	45.78	0.10	45.78	45.78	45.78	45.78	45.78	45.78	0	0	0	0	0	0	
208	8.57	0.08	8.57	8.57	8.57	8.57	8.57	8.57	0	0	0	0	0	0	
209	50.24	0.10	50.24	50.24	50.24	50.24	50.24	50.24	0	0	0	0	0	0	
210	46.89	0.06	46.89	46.89	46.89	46.89	46.89	46.89	0	0	0	0	0	0	
211	39.63	0.05	39.63	39.63	39.63	39.63	39.63	39.63	0	0	0	0	0	0	
212	48.66	0.18	48.66	48.66	48.66	48.66	48.66	48.66	0	0	0	0	0	0	
213	73.08	0.07	73.08	73.08	73.08	73.08	73.08	73.08	0	0	0	0	0	0	
214	77.80	0.07	77.80	77.80	77.80	77.80	77.80	77.80	0	0	0	0	0	0	
215	57.62	0.10	57.62	57.62	57.62	57.62	57.62	57.62	0	0	0	0	0	0	
216	18.40	0.09	18.40	18.40	18.40	18.40	18.40	18.40	0	0	0	0	0	0	
217	79.81	0.06	79.81	79.81	79.81	79.81	79.81	79.81	0	0	0	0	0	0	
218	11.46	0.13	11.46	11.46	11.46	11.46	11.46	11.46	0	0	0	0	0	0	
219	75.08	0.08	75.08	75.08	75.08	75.08	75.08	75.08	0	0	0	0	0	0	
220	74.94	0.07	74.94	74.94	74.94	74.94	74.94	74.94	0	0	0	0	0	0	
221	22.20	0.10	22.20	22.20	22.20	22.20	22.20	22.20	0	0	0	0	0	0	
222	79.90	0.05	79.90	79.90	79.90	79.90	79.90	79.90	0	0	0	0	0	0	
223	58.31	0.15	58.31	58.31	58.31	58.31	58.31	58.31	0	0	0	0	0	0	
224	30.15	0.09	30.15	30.15	30.15	30.15	30.15	30.15	0	0	0	0	0	0	
225	71.56	0.16	71.56	71.56	71.56	71.56	71.56	71.56	0	0	0	0	0	0	
226	76.95	0.09	76.95	76.95	76.95	76.95	76.95	76.95	0	0	0	0	0	0	
227	23.16	0.15	23.16	23.16	23.16	23.16	23.16	23.16	0	0	0	0	0	0	
228	50.13	0.12	50.13	50.13	50.13	50.13	50.13	50.13	0	0	0	0	0	0	
229	75.34	0.19	75.34	75.34	75.34	75.34	75.34	75.34	0	0	0	0	0	0	
230	21.44	0.08	21.44	21.44	21.44	21.44	21.44	21.44	0	0	0	0	0	0	
231	71.74	0.09	71.74	71.74	71.74	71.74	71.74	71.74	0	0	0	0	0	0	
232	76.14	0.19	76.14	76.14	76.14	76.14	76.14	76.14	0	0	0	0	0	0	
233	77.67	0.20	77.67	77.67	77.67	77.67	77.67	77.67	0	0	0	0	0	0	
234	54.81	0.11	54.81	54.81	54.81	54.81	54.81	54.81	0	0	0	0	0	0	
235	71.44	0.05	71.44	71.44	71.44	71.44	71.44	71.44	0	0	0	0	0	0	
236	59.08	0.17	59.08	59.08	59.08	59.08	59.08	59.08	0	0	0	0	0	0	
237	45.88	0.18	45.88	45.88	45.88	45.88	45.88	45.88	0	0	0	0	0	0	
238	53.55	0.08	53.55	53.55	53.55	53.55	53.55	53.55	0	0	0	0	0	0	
239	60.43	0.17	60.43	60.43	60.43	60.43	60.43	60.43	0	0	0	0	0	0	
240	59.09	0.09	59.09	59.09	59.09	59.09	59.09	59.09	0	0	0	0	0	0	
241	77.80	0.19	77.80	77.80	77.80	77.80	77.80	77.80	0	0	0	0	0	0	
242	17.25	0.16	17.25	17.25	17.25	17.25	17.25	17.25	0	0	0	0	0	0	
243	15.01	0.17	15.01	15.01	15.01	15.01	15.01	15.01	0	0	0	0	0	0	
244	44.39	0.07	44.39	44.39	44.39	44.39	44.39	44.39	0	0	0	0	0	0	
245	67.64	0.19	67.64	67.64	67.64	67.64	67.64	67.64	0	0	0	0	0	0	
246	22.33	0.08	22.33	22.33	22.33	22.33	22.33	22.33	0	0	0	0	0	0	
247	13.47	0.16	13.47	13.47	13.47	13.47	13.47	13.47	0	0	0	0	0	0	
248	43.81	0.12	43.81	43.81	43.81	43.81	43.81	43.81	0	0	0	0	0	0	
249	78.72	0.10	78.72	78.72	78.72	78.72	78.72	78.72	0	0	0	0	0	0	
250	62.43	0.18	62.43	62.43	62.43	62.43	62.43	62.43	0	0	0	0	0	0	
251	79.43	0.10	79.43	79.43	79.43	79.43	79.43	79.43	0	0	0	0	0	0	
252	52.83	0.06	52.83	52.83	52.83	52.83	52.83	52.83	0	0	0	0	0	0	
253	77.96	0.08	77.96	77.96	77.96	77.96	77.96	77.96	0	0	0	0	0	0	
254	53.29	0.18	53.29	53.29	53.29	53.29	53.29	53.29	0	0	0	0	0	0	
255	77.97	0.09	77.97	77.97	77.97	77.97	77.97	77.97	0	0	0	0	0	0	
256	27.44	0.10	27.44	27.44	27.44	27.44	27.44	27.44	0	0	0	0	0	0	
257	16.87	0.08	16.87	16.87	16.87	16.87	16.87	16.87	0	0	0	0	0	0	
258	35.65	0.06	35.65	35.65	35.65	35.65	35.65	35.65	0	0	0	0	0	0	
259	19.82	0.11	19.82	19.82	19.82	19.82	19.82	19.82	0	0	0	0	0	0	
260	63.52	0.13	63.52	63.52	63.52	63.52	63.52	63.52	0	0	0	0	0	0	
261	71.16	0.20	71.16	71.16	71.16	71.16	71.16	71.16	0	0	0	0	0	0	
262	8.58	0.15	8.58	8.58	8.58	8.58	8.58	8.58	0	0	0	0	0	0	
263	42.11	0.12	42.11	42.11	42.11	42.11	42.11	42.11	0	0	0	0	0	0	
264	26.24	0.17	26.24	26.24	26.24	26.24	26.24	26.24	0	0	0	0	0	0	
265	52.66	0.06	52.66	52.66	52.66	52.66	52.66	52.66	0	0	0	0	0	0	
266	5.65	0.17	5.65	5.65	5.65	5.65	5.65	5.65	0	0	0	0	0	0	
267	31.28	0.16	31.28	31.28	31.28	31.28	31.28	31.28	0	0	0	0	0	0	
268	45.10	0.17	45.10	45.10	45.10	45.10	45.10	45.10	0	0	0	0	0	0	
269	10.94	0.14	10.94	10.94	10.94	10.94	10.94	10.94	0	0	0	0	0	0	
270	14.17	0.14	14.17	14.17	14.17	14.17	14.17	14.17	0	0	0	0	0	0	
271	70.38	0.05	70.38	70.38	70.38	70.38	70.38	70.38	0	0	0	0	0	0	
272	42.74	0.08	42.74	42.74	42.74	42.74	42.74	42.74	0	0	0	0	0	0	
273	15.10	0.07	15.10	15.10	15.10	15.10	15.10	15.10	0	0	0	0	0	0	
274	49.77	0.15	49.77	49.77	49.77	49.77	49.77	49.77	0	0	0	0	0	0	
275	45.07	0.07	45.07	45.07	45.07	45.07	45.07	45.07	0	0	0	0	0	0	
276	75.08	0.19	75.08	75.08	75.08	75.08	75.08	75.08	0	0	0	0	0	0	
277	71.97	0.13	71.97	71.97	71.97	71.97	71.97	71.97	0	0	0	0	0	0	
278	73.02	0.07	73.02	73.02	73.02	73.02	73.02	73.02	0	0	0	0	0	0	
279	64.02	0.08	64.02	64.02	64.02	64.02	64.02	64.02	0	0	0	0	0	0	
280	33.49	0.11	33.49	33.49	33.49	33.49	33.49	33.49	0	0	0	0	0	0	
281	27.08	0.14	27.08	27.08	27.08	27.08	27.08	27.08	0	0	0	0	0	0	
282	41.98	0.13	41.98	41.98	41.98	41.98	41.98	41.98	0	0	0	0	0	0	
283	45.13	0.09	45.13	45.13	45.13	45.13	45.13	45.13	0	0	0	0	0	0	
284	61.93	0.11	61.93	61.93	61.93	61.93	61.93	61.93	0	0	0	0	0	0	
285	17.90	0.10	17.90	17.90	17.90	17.90	17.90	17.90	0	0	0	0	0	0	
286	29.27	0.13	29.27	29.27	29.27	29.27	29.27	29.27	0	0	0	0	0	0	
287	11.54	0.05	11.54	11.54	11.54	11.54	11.54	11.54	0	0	0	0	0	0	
288	31.03	0.19	31.03	31.03	31.03	31.03	31.03	31.03	0	0	0	0	0	0	
289	20.73	0.18	20.73	20.73	20.73	20.73	20.73	20.73	0	0	0	0	0	0	
290	41.21	0.14	41.21	41.21	41.21	41.21	41.21	41.21	0	0	0	0	0	0	
291	13.01	0.14	13.01	13.01	13.01	13.01	13.01	13.01	0	0	0	0	0	0	
292	38.39	0.16	38.39	38.39	38.39	38.39	38.39	38.39	0	0	0	0	0	0	
293	69.96	0.09	69.96	69.96	69.96	69.96	69.96	69.96	0	0	0	0	0	0	
294	27.70	0.18	27.70	27.70	27.70	27.70	27.70	27.70	0	0	0	0	0	0	
295	76.81	0.11	76.81	76.81	76.81	76.81	76.81	76.81	0	0	0	0	0	0	
296	39.93	0.20	39.93	39.93	39.93	39.93	39.93	39.93	0	0	0	0	0	0	
297	49.43	0.20	49.43	49.43	49.43	49.43	49.43	49.43	0	0	0	0	0	0	
